seed,split,space,cosine,l2
107,bootstrap,z,0.9999998211860657,0.2648570239543915
108,bootstrap,raw,0.832261323928833,57.495906829833984
108,bootstrap,z,0.9995862245559692,0.43980756402015686
109,bootstrap,raw,0.8326684236526489,57.656005859375
109,bootstrap,z,0.9990068674087524,0.44705045223236084
110,bootstrap,raw,0.8375137448310852,56.95012283325195
110,bootstrap,z,0.9997866749763489,0.20624195039272308
111,bootstrap,raw,0.8348872661590576,57.446346282958984
111,bootstrap,z,0.9999617338180542,0.217592254281044
112,bootstrap,raw,0.832769513130188,57.718421936035156
112,bootstrap,z,0.9990992546081543,0.4449198544025421
113,bootstrap,raw,0.8312308192253113,58.41173553466797
113,bootstrap,z,0.999911904335022,0.46077781915664673
114,bootstrap,raw,0.8336791396141052,57.55467987060547
114,bootstrap,z,0.9992176294326782,0.4523768723011017
115,bootstrap,raw,0.83517986536026,57.033016204833984
115,bootstrap,z,0.9998078346252441,0.3688417375087738
116,bootstrap,raw,0.8272068500518799,58.680076599121094
116,bootstrap,z,0.9994180798530579,0.341255247592926
117,bootstrap,raw,0.8327147960662842,57.657012939453125
117,bootstrap,z,0.9989787340164185,0.4729689955711365
118,bootstrap,raw,0.8360989093780518,57.177425384521484
118,bootstrap,z,0.9996662139892578,0.2601987421512604
119,bootstrap,raw,0.8379430770874023,56.967350006103516
119,bootstrap,z,0.9990297555923462,0.44269198179244995
120,bootstrap,raw,0.83271723985672,58.0965461730957
120,bootstrap,z,0.9993617534637451,0.3581863045692444
121,bootstrap,raw,0.8334606289863586,57.68560028076172
121,bootstrap,z,0.9997356534004211,0.23233966529369354
122,bootstrap,raw,0.8358452320098877,57.09220504760742
122,bootstrap,z,0.9992392659187317,0.39458972215652466
123,bootstrap,raw,0.8342620134353638,57.55287170410156
123,bootstrap,z,0.9997650384902954,0.2504582703113556
124,bootstrap,raw,0.8386055827140808,56.438148498535156
124,bootstrap,z,0.9994105696678162,0.3461761176586151
125,bootstrap,raw,0.8340046405792236,57.53789520263672
